ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
T-3fd10a,A-bcbe98,2024-05-14 00:00:00,2024-05-15 00:00:00,39.00,high,29,,f
T-df66b4,A-425e76,2023-10-05 00:00:00,2023-10-08 00:00:00,72.00,high,160,3,f
T-16968a,A-e89151,2024-10-10 00:00:00,2024-10-11 00:00:00,29.00,medium,54,,f
T-a65a71,A-e89151,2024-04-01 00:00:00,2024-04-03 00:00:00,54.00,medium,43,5,f
T-c28542,A-d49cc5,2024-07-18 00:00:00,2024-07-20 00:00:00,52.00,medium,32,4,f
T-f3737d,A-1986ca,2023-05-01 00:00:00,2023-05-01 00:00:00,9.00,low,100,4,f
T-fb84f7,A-ce550d,2024-10-25 00:00:00,2024-10-27 00:00:00,69.00,medium,90,5,f
T-4db8d5,A-40a557,2024-11-24 00:00:00,2024-11-26 00:00:00,51.00,urgent,119,5,f
T-9fc75b,A-4c6f11,2023-12-06 00:00:00,2023-12-08 00:00:00,54.00,high,173,5,f
T-274882,A-3b37d9,2023-01-03 00:00:00,2023-01-04 00:00:00,32.00,medium,89,5,f
T-8444c1,A-69fad4,2023-09-16 00:00:00,2023-09-18 00:00:00,71.00,medium,114,4,f
T-d82bc4,A-157070,2023-08-25 00:00:00,2023-08-26 00:00:00,25.00,urgent,152,,t
T-604490,A-f9cc74,2024-09-13 00:00:00,2024-09-15 00:00:00,58.00,low,115,4,f
T-55edb1,A-b9eed8,2023-01-05 00:00:00,2023-01-06 00:00:00,30.00,medium,87,5,f
T-466dab,A-d82ef9,2023-03-26 00:00:00,2023-03-28 00:00:00,64.00,urgent,38,5,f
T-dd5960,A-f19b24,2024-01-22 00:00:00,2024-01-22 00:00:00,13.00,urgent,73,,t
T-ef33cf,A-1e1b80,2024-01-26 00:00:00,2024-01-27 00:00:00,24.00,medium,16,,f
T-d8aafb,A-fa3095,2024-10-05 00:00:00,2024-10-07 00:00:00,54.00,low,91,,f
T-a14a68,A-86fc1d,2023-08-15 00:00:00,2023-08-17 00:00:00,64.00,high,38,3,f
T-0e6900,A-d42431,2023-02-28 00:00:00,2023-03-01 00:00:00,30.00,medium,20,,f
T-5e66ab,A-c37601,2023-01-26 00:00:00,2023-01-26 00:00:00,19.00,urgent,180,4,f
T-a5e537,A-186a44,2023-04-22 00:00:00,2023-04-24 00:00:00,62.00,high,176,3,f
T-7e77dc,A-7cfe77,2023-12-23 00:00:00,2023-12-23 00:00:00,19.00,medium,42,,f
T-e2d68e,A-8ae3fc,2023-04-27 00:00:00,2023-04-29 00:00:00,69.00,high,14,,f
T-f6909c,A-5a92e7,2023-05-18 00:00:00,2023-05-19 00:00:00,47.00,medium,9,5,f
T-154975,A-313be3,2023-07-16 00:00:00,2023-07-17 00:00:00,37.00,urgent,70,,f
T-2b6bb1,A-993085,2024-02-20 00:00:00,2024-02-22 00:00:00,68.00,high,33,4,f
T-95452e,A-aa9511,2023-08-09 00:00:00,2023-08-11 00:00:00,57.00,urgent,61,,f
T-da0863,A-1e6fc3,2023-12-30 00:00:00,2023-12-30 00:00:00,22.00,high,2,5,f
T-65d099,A-e60f9d,2024-02-09 00:00:00,2024-02-11 00:00:00,70.00,urgent,81,,f
T-5ceddb,A-4d1e75,2024-07-10 00:00:00,2024-07-10 00:00:00,3.00,medium,173,4,f
T-4579d9,A-76fa4d,2023-06-23 00:00:00,2023-06-24 00:00:00,29.00,medium,57,5,f
T-4669d1,A-4ae22a,2024-03-08 00:00:00,2024-03-09 00:00:00,30.00,low,101,3,f
T-1acc04,A-8145a0,2023-08-08 00:00:00,2023-08-08 00:00:00,19.00,high,85,,f
T-284720,A-cc102e,2024-04-11 00:00:00,2024-04-11 00:00:00,1.00,low,93,3,f
T-20d740,A-8145a0,2024-02-02 00:00:00,2024-02-03 00:00:00,38.00,medium,119,,f
T-df87ef,A-67be94,2023-03-03 00:00:00,2023-03-05 00:00:00,68.00,high,7,5,f
T-9def1e,A-ffc04f,2023-02-23 00:00:00,2023-02-23 00:00:00,4.00,high,18,4,f
T-0bc38a,A-c70870,2023-07-08 00:00:00,2023-07-08 00:00:00,19.00,low,159,5,f
T-0de7f1,A-e7beab,2024-09-22 00:00:00,2024-09-23 00:00:00,25.00,low,172,,f
T-d4805c,A-1b9609,2023-06-22 00:00:00,2023-06-22 00:00:00,16.00,low,42,,f
T-b35070,A-39b19f,2023-04-01 00:00:00,2023-04-03 00:00:00,67.00,high,133,,f
T-73d14f,A-726cfa,2023-08-22 00:00:00,2023-08-24 00:00:00,61.00,low,142,4,f
T-035748,A-e98302,2023-09-25 00:00:00,2023-09-27 00:00:00,56.00,urgent,133,4,f
T-b918db,A-f25509,2024-05-08 00:00:00,2024-05-08 00:00:00,21.00,low,162,5,f
T-3cdeb2,A-600734,2024-09-09 00:00:00,2024-09-11 00:00:00,65.00,medium,88,,f
T-7309d6,A-ccabf0,2024-04-18 00:00:00,2024-04-19 00:00:00,43.00,medium,43,,f
T-2795e4,A-09316c,2024-12-20 00:00:00,2024-12-22 00:00:00,69.00,low,81,3,f
T-a32dd4,A-6a7c9d,2024-04-27 00:00:00,2024-04-28 00:00:00,27.00,high,13,,f
T-e41843,A-c9bb3e,2023-07-22 00:00:00,2023-07-23 00:00:00,30.00,high,119,4,f
T-81a9e7,A-712f1c,2024-02-27 00:00:00,2024-02-28 00:00:00,43.00,medium,108,4,f
T-38714f,A-fe79a5,2024-12-25 00:00:00,2024-12-25 00:00:00,7.00,high,63,,f
T-322072,A-8e47ca,2023-02-17 00:00:00,2023-02-18 00:00:00,35.00,high,130,,f
T-99b0b8,A-a0ca4e,2023-10-17 00:00:00,2023-10-19 00:00:00,59.00,low,148,3,f
T-98be51,A-5790f4,2024-07-07 00:00:00,2024-07-09 00:00:00,70.00,medium,13,4,f
T-bb7fa9,A-7f6b86,2024-09-17 00:00:00,2024-09-19 00:00:00,57.00,high,81,4,f
T-0a3847,A-49b828,2024-10-04 00:00:00,2024-10-04 00:00:00,9.00,medium,20,3,t
T-6dbff1,A-bcbe98,2024-05-27 00:00:00,2024-05-29 00:00:00,52.00,medium,11,3,t
T-8be779,A-139c3b,2023-10-26 00:00:00,2023-10-26 00:00:00,21.00,low,5,,f
T-791dc9,A-0aaf6e,2023-03-29 00:00:00,2023-03-30 00:00:00,44.00,low,127,,f
T-b25f66,A-f3ff05,2023-12-17 00:00:00,2023-12-19 00:00:00,51.00,low,104,4,f
T-992cf9,A-c9bb3e,2024-12-14 00:00:00,2024-12-14 00:00:00,16.00,medium,21,4,f
T-d72e3b,A-bd4708,2024-11-15 00:00:00,2024-11-15 00:00:00,5.00,medium,34,3,f
T-e46e71,A-9badbd,2023-10-19 00:00:00,2023-10-19 00:00:00,17.00,urgent,125,,f
T-c5ffb0,A-ce66f8,2024-05-27 00:00:00,2024-05-28 00:00:00,37.00,urgent,139,,f
T-cb3efb,A-e7beab,2023-09-16 00:00:00,2023-09-16 00:00:00,19.00,high,28,5,f
T-885f5b,A-4e960a,2023-08-08 00:00:00,2023-08-08 00:00:00,13.00,low,141,4,f
T-a45f3e,A-d792a6,2024-02-11 00:00:00,2024-02-12 00:00:00,45.00,urgent,174,4,f
T-e834e7,A-310452,2024-12-29 00:00:00,2024-12-30 00:00:00,24.00,medium,46,4,f
T-ddf662,A-5247b3,2024-01-14 00:00:00,2024-01-15 00:00:00,33.00,high,66,,f
T-210819,A-ed510f,2024-09-13 00:00:00,2024-09-13 00:00:00,11.00,medium,87,4,f
T-416fb5,A-b9eed8,2023-11-10 00:00:00,2023-11-11 00:00:00,24.00,medium,114,3,f
T-7cdb82,A-bd4513,2023-04-26 00:00:00,2023-04-28 00:00:00,71.00,medium,37,4,f
T-c9f3f0,A-309e54,2024-07-19 00:00:00,2024-07-20 00:00:00,26.00,high,145,,f
T-45239b,A-7f6b86,2024-10-28 00:00:00,2024-10-30 00:00:00,65.00,high,29,,f
T-a61785,A-756192,2023-04-03 00:00:00,2023-04-05 00:00:00,59.00,urgent,17,,f
T-112307,A-9badbd,2023-10-12 00:00:00,2023-10-14 00:00:00,56.00,urgent,37,5,f
T-8a14a4,A-ac85cd,2023-11-19 00:00:00,2023-11-21 00:00:00,61.00,medium,128,3,f
T-4cf1f9,A-d792a6,2024-12-29 00:00:00,2024-12-29 00:00:00,14.00,urgent,125,,f
T-ae29f6,A-9a532a,2023-09-12 00:00:00,2023-09-13 00:00:00,45.00,high,176,,f
T-a5de10,A-ce550d,2024-06-03 00:00:00,2024-06-04 00:00:00,36.00,medium,98,4,f
T-1ab00a,A-d922bf,2024-01-25 00:00:00,2024-01-27 00:00:00,52.00,low,30,,f
T-1b7db9,A-712533,2024-05-05 00:00:00,2024-05-06 00:00:00,40.00,low,145,5,f
T-2b2d2d,A-39868b,2024-01-21 00:00:00,2024-01-23 00:00:00,55.00,medium,40,3,f
T-66d5a0,A-671f31,2024-03-01 00:00:00,2024-03-01 00:00:00,17.00,urgent,153,,f
T-056486,A-86902e,2023-05-01 00:00:00,2023-05-02 00:00:00,34.00,medium,7,,f
T-afa224,A-bcbe98,2024-05-23 00:00:00,2024-05-25 00:00:00,58.00,urgent,1,,f
T-62614c,A-89ee83,2023-08-02 00:00:00,2023-08-02 00:00:00,11.00,urgent,32,,f
T-abeb65,A-c70870,2024-07-07 00:00:00,2024-07-09 00:00:00,55.00,low,10,,f
T-c16052,A-05d3b3,2023-09-14 00:00:00,2023-09-15 00:00:00,46.00,high,70,,f
T-5fff6a,A-9123ac,2024-08-02 00:00:00,2024-08-03 00:00:00,24.00,medium,169,,f
T-347ab6,A-cc102e,2023-05-18 00:00:00,2023-05-18 00:00:00,7.00,high,36,,f
T-3d947f,A-3932db,2023-02-27 00:00:00,2023-03-01 00:00:00,68.00,low,26,5,f
T-921bf4,A-f97b9a,2024-06-10 00:00:00,2024-06-11 00:00:00,27.00,medium,109,,f
T-6b831b,A-9208f0,2024-12-12 00:00:00,2024-12-14 00:00:00,67.00,low,57,3,f
T-c59e1a,A-40906c,2024-10-20 00:00:00,2024-10-21 00:00:00,37.00,low,127,3,f
T-abd0a8,A-0354fe,2024-11-30 00:00:00,2024-11-30 00:00:00,1.00,high,107,3,f
T-1e6dde,A-ac9111,2024-05-05 00:00:00,2024-05-06 00:00:00,40.00,urgent,89,,f
T-94b38c,A-503d5a,2023-09-28 00:00:00,2023-09-29 00:00:00,26.00,high,128,,f
T-399e29,A-bb1eaa,2024-02-25 00:00:00,2024-02-25 00:00:00,1.00,high,67,,f
T-8fd002,A-2d1036,2023-03-30 00:00:00,2023-04-01 00:00:00,48.00,low,53,4,f
T-7bb8d5,A-1ac5e0,2024-09-03 00:00:00,2024-09-04 00:00:00,33.00,medium,50,4,f
T-e062e2,A-378b99,2024-08-19 00:00:00,2024-08-20 00:00:00,39.00,high,106,3,f
T-880bce,A-54d94a,2024-05-16 00:00:00,2024-05-18 00:00:00,71.00,low,118,4,f
T-7b09d9,A-e19ff6,2024-01-09 00:00:00,2024-01-09 00:00:00,9.00,high,162,5,f
T-306781,A-bb3bd4,2023-12-05 00:00:00,2023-12-07 00:00:00,57.00,medium,21,,f
T-9e2480,A-328bd0,2024-08-24 00:00:00,2024-08-26 00:00:00,70.00,high,26,4,f
T-af5765,A-3c1a3f,2024-03-09 00:00:00,2024-03-09 00:00:00,19.00,low,44,3,f
T-b60d4d,A-417d2f,2024-02-01 00:00:00,2024-02-03 00:00:00,52.00,high,20,5,f
T-e33b60,A-c37601,2024-02-26 00:00:00,2024-02-28 00:00:00,53.00,low,23,3,f
T-44e08c,A-45ce7a,2024-12-14 00:00:00,2024-12-16 00:00:00,50.00,medium,101,,f
T-8c6169,A-7dacce,2023-07-14 00:00:00,2023-07-14 00:00:00,7.00,high,135,3,f
T-baf332,A-8145a0,2023-01-09 00:00:00,2023-01-09 00:00:00,18.00,medium,98,,f
T-e6d8dd,A-e4bf56,2024-08-10 00:00:00,2024-08-10 00:00:00,22.00,urgent,175,5,f
T-52a57e,A-5b051a,2024-03-24 00:00:00,2024-03-24 00:00:00,2.00,urgent,2,3,f
T-8f8c19,A-309e54,2023-05-30 00:00:00,2023-05-30 00:00:00,3.00,low,87,,f
T-5d46d9,A-fdfc91,2023-06-13 00:00:00,2023-06-13 00:00:00,11.00,high,148,,f
T-bc6854,A-d3c88e,2023-12-15 00:00:00,2023-12-17 00:00:00,49.00,high,98,,f
T-141b01,A-337bc1,2024-12-01 00:00:00,2024-12-01 00:00:00,19.00,medium,136,,f
T-b3739a,A-2f6a32,2023-12-27 00:00:00,2023-12-28 00:00:00,25.00,medium,139,3,f
T-fa0eed,A-f25509,2024-05-30 00:00:00,2024-06-01 00:00:00,49.00,high,68,,f
T-bc6799,A-9f9299,2023-04-12 00:00:00,2023-04-14 00:00:00,71.00,medium,146,,f
T-90b336,A-d26ab4,2023-09-28 00:00:00,2023-09-30 00:00:00,52.00,urgent,148,4,f
T-1ecc39,A-c7e58b,2024-12-01 00:00:00,2024-12-01 00:00:00,4.00,high,28,4,f
T-4ecb7b,A-acb7f7,2023-08-19 00:00:00,2023-08-21 00:00:00,50.00,low,98,,f
T-76c486,A-089363,2023-11-06 00:00:00,2023-11-07 00:00:00,25.00,low,153,3,f
T-20065b,A-1e1b80,2023-05-14 00:00:00,2023-05-16 00:00:00,57.00,high,54,4,f
T-161f9c,A-6c093d,2024-07-11 00:00:00,2024-07-12 00:00:00,27.00,high,6,,f
T-1e8229,A-5790f4,2023-08-21 00:00:00,2023-08-21 00:00:00,4.00,medium,3,,f
T-aac2ca,A-18793f,2023-03-04 00:00:00,2023-03-05 00:00:00,38.00,low,155,4,f
T-b6d936,A-cb6cc6,2024-03-11 00:00:00,2024-03-11 00:00:00,18.00,high,135,4,f
T-6d8b81,A-117171,2023-11-04 00:00:00,2023-11-05 00:00:00,44.00,high,52,,t
T-2006d9,A-e40f45,2023-02-16 00:00:00,2023-02-18 00:00:00,48.00,high,157,,f
T-01e321,A-3ce5b8,2024-06-01 00:00:00,2024-06-02 00:00:00,46.00,medium,80,4,f
T-cd5725,A-f6b2fb,2023-10-26 00:00:00,2023-10-29 00:00:00,72.00,high,155,,f
T-e727f3,A-39868b,2023-01-27 00:00:00,2023-01-29 00:00:00,60.00,medium,122,4,f
T-22c308,A-6f50ae,2024-08-07 00:00:00,2024-08-08 00:00:00,45.00,low,105,5,f
T-533b28,A-1b9609,2024-10-22 00:00:00,2024-10-24 00:00:00,65.00,high,26,,f
T-14571c,A-02fac6,2023-11-01 00:00:00,2023-11-02 00:00:00,36.00,low,176,5,f
T-71ab14,A-f97b9a,2023-01-31 00:00:00,2023-02-01 00:00:00,43.00,medium,39,4,f
T-7dca41,A-b48f73,2023-05-13 00:00:00,2023-05-14 00:00:00,46.00,low,62,,f
T-777bf4,A-0f6450,2023-01-20 00:00:00,2023-01-20 00:00:00,2.00,low,54,5,f
T-d5f2dd,A-0532a9,2023-06-30 00:00:00,2023-07-01 00:00:00,38.00,high,86,3,f
T-0fc8f9,A-fda07f,2023-11-28 00:00:00,2023-11-29 00:00:00,30.00,medium,110,3,f
T-db2c10,A-0aaf6e,2024-10-13 00:00:00,2024-10-15 00:00:00,59.00,low,47,5,f
T-89d6c4,A-40de06,2023-11-24 00:00:00,2023-11-24 00:00:00,16.00,medium,111,4,f
T-4c383b,A-993085,2024-12-09 00:00:00,2024-12-10 00:00:00,37.00,low,109,3,f
T-cce7ba,A-17939a,2024-08-14 00:00:00,2024-08-16 00:00:00,53.00,urgent,150,,f
T-2651ec,A-8e47ca,2024-02-18 00:00:00,2024-02-18 00:00:00,10.00,high,21,,f
T-673852,A-4e44e8,2024-09-15 00:00:00,2024-09-15 00:00:00,2.00,low,10,3,f
T-d75ceb,A-9b9fe9,2024-07-26 00:00:00,2024-07-27 00:00:00,33.00,urgent,158,3,f
T-49a11d,A-6c093d,2024-05-08 00:00:00,2024-05-09 00:00:00,36.00,medium,123,5,f
T-274cf7,A-781cc0,2024-01-28 00:00:00,2024-01-30 00:00:00,71.00,low,9,3,f
T-31021c,A-65a46c,2023-10-14 00:00:00,2023-10-16 00:00:00,62.00,low,116,3,f
T-37d585,A-0f7d77,2023-11-23 00:00:00,2023-11-25 00:00:00,52.00,high,138,5,f
T-d80a44,A-58b9ff,2023-02-04 00:00:00,2023-02-06 00:00:00,67.00,medium,38,,t
T-1e968e,A-484819,2023-12-10 00:00:00,2023-12-10 00:00:00,15.00,urgent,127,,f
T-e1d305,A-149a69,2023-06-16 00:00:00,2023-06-17 00:00:00,46.00,urgent,114,3,f
T-74d3f4,A-038089,2024-05-25 00:00:00,2024-05-26 00:00:00,41.00,low,102,,f
T-b3cd04,A-5247b3,2024-09-08 00:00:00,2024-09-10 00:00:00,64.00,medium,51,5,f
T-0cf3e3,A-0be015,2023-03-23 00:00:00,2023-03-25 00:00:00,66.00,medium,53,4,f
T-b57da5,A-65a46c,2024-06-22 00:00:00,2024-06-22 00:00:00,3.00,urgent,107,,f
T-f59d6e,A-3c1a3f,2023-09-25 00:00:00,2023-09-27 00:00:00,58.00,low,99,4,f
T-7772d1,A-104f1a,2024-03-26 00:00:00,2024-03-28 00:00:00,56.00,low,40,4,f
T-c895a0,A-5a92e7,2024-10-10 00:00:00,2024-10-10 00:00:00,22.00,medium,3,3,f
T-19ea5b,A-d4ac0e,2024-09-08 00:00:00,2024-09-08 00:00:00,18.00,low,15,,f
T-c8e32b,A-bc4d48,2024-01-22 00:00:00,2024-01-22 00:00:00,12.00,high,129,,f
T-3ca62f,A-3b37d9,2023-03-29 00:00:00,2023-03-29 00:00:00,16.00,urgent,103,4,f
T-6684a4,A-cc8c8f,2023-11-19 00:00:00,2023-11-19 00:00:00,22.00,urgent,103,3,f
T-d0a540,A-e5d6ab,2024-09-17 00:00:00,2024-09-19 00:00:00,54.00,high,11,,f
T-b456f1,A-c4ea60,2023-11-05 00:00:00,2023-11-05 00:00:00,5.00,low,22,5,f
T-79975c,A-10b8f2,2023-12-26 00:00:00,2023-12-28 00:00:00,68.00,low,116,5,f
T-1c3d56,A-3cc791,2024-06-16 00:00:00,2024-06-16 00:00:00,17.00,medium,151,4,t
T-5fc181,A-a7bd4b,2023-05-06 00:00:00,2023-05-07 00:00:00,36.00,low,109,,f
T-4220fc,A-0f6450,2023-06-06 00:00:00,2023-06-07 00:00:00,27.00,low,70,3,t
T-ddd1a5,A-ae052e,2023-04-02 00:00:00,2023-04-03 00:00:00,31.00,low,62,5,f
T-bf2ee1,A-b2af2e,2023-08-20 00:00:00,2023-08-20 00:00:00,14.00,medium,99,4,f
T-4a7bb7,A-6c093d,2023-02-27 00:00:00,2023-03-01 00:00:00,58.00,high,76,,t
T-ed85f6,A-05d3b3,2023-08-23 00:00:00,2023-08-23 00:00:00,14.00,medium,40,4,f
T-601022,A-39b19f,2024-10-04 00:00:00,2024-10-05 00:00:00,43.00,low,32,5,t
T-8027c4,A-66224b,2024-02-29 00:00:00,2024-03-01 00:00:00,28.00,low,113,3,f
T-eed292,A-bb2f49,2024-03-29 00:00:00,2024-03-29 00:00:00,18.00,low,100,,f
T-779cd9,A-b11cd0,2024-01-11 00:00:00,2024-01-12 00:00:00,45.00,low,160,,f
T-1bf8d6,A-cc102e,2023-10-31 00:00:00,2023-11-02 00:00:00,64.00,medium,130,5,f
T-a7d132,A-503d5a,2024-03-10 00:00:00,2024-03-10 00:00:00,19.00,low,41,,f
T-8ccee6,A-6e08f3,2023-04-07 00:00:00,2023-04-08 00:00:00,26.00,urgent,122,3,f
T-c8afc4,A-19b2c8,2023-11-28 00:00:00,2023-11-29 00:00:00,24.00,medium,29,5,f
T-cdfd31,A-1d5444,2024-12-11 00:00:00,2024-12-11 00:00:00,5.00,high,96,,f
T-13718e,A-a7bd4b,2023-07-20 00:00:00,2023-07-22 00:00:00,64.00,high,14,3,f
T-2c8cf7,A-940b8b,2023-09-17 00:00:00,2023-09-19 00:00:00,62.00,urgent,57,3,f
T-134994,A-0a62f5,2023-11-05 00:00:00,2023-11-07 00:00:00,59.00,high,153,,f
T-9f9f2d,A-4814a3,2023-11-02 00:00:00,2023-11-03 00:00:00,27.00,medium,57,,t
T-8b1e89,A-cbbe12,2024-03-21 00:00:00,2024-03-23 00:00:00,53.00,high,7,3,f
T-3804b6,A-e98302,2023-06-28 00:00:00,2023-06-28 00:00:00,3.00,high,40,5,f
T-862af5,A-e7beab,2023-03-01 00:00:00,2023-03-01 00:00:00,2.00,low,139,5,f
T-09eea1,A-328bd0,2024-02-18 00:00:00,2024-02-19 00:00:00,40.00,medium,106,4,f
T-e00e0a,A-6e7827,2024-11-17 00:00:00,2024-11-19 00:00:00,67.00,medium,81,4,f
T-7d8c37,A-94d3da,2024-08-06 00:00:00,2024-08-06 00:00:00,14.00,low,4,5,f
T-e4b581,A-ef84cf,2024-11-02 00:00:00,2024-11-02 00:00:00,16.00,low,11,4,t
T-21da91,A-b9f5b1,2024-08-09 00:00:00,2024-08-10 00:00:00,32.00,low,121,3,f
T-09e88f,A-bb2f49,2023-01-28 00:00:00,2023-01-28 00:00:00,14.00,urgent,45,4,f
T-0854a1,A-0354fe,2024-04-11 00:00:00,2024-04-13 00:00:00,62.00,high,78,,f
T-f932f6,A-ef84cf,2023-08-07 00:00:00,2023-08-07 00:00:00,3.00,urgent,91,4,f
T-ca7d9e,A-20736a,2024-12-14 00:00:00,2024-12-15 00:00:00,40.00,high,145,3,f
T-c2e25a,A-50bb9f,2023-08-12 00:00:00,2023-08-12 00:00:00,16.00,medium,142,5,f
T-f7e86b,A-10b8da,2023-09-23 00:00:00,2023-09-24 00:00:00,24.00,high,32,4,f
T-6a7af3,A-d49cc5,2024-05-15 00:00:00,2024-05-15 00:00:00,5.00,urgent,134,5,f
T-b65657,A-f92792,2024-11-24 00:00:00,2024-11-24 00:00:00,20.00,medium,84,,f
T-7df5b2,A-b78bf8,2024-12-01 00:00:00,2024-12-01 00:00:00,6.00,medium,161,5,f
T-30fb5e,A-34ea2f,2023-12-20 00:00:00,2023-12-20 00:00:00,11.00,low,158,3,f
T-0cd0f4,A-f6b2fb,2023-01-26 00:00:00,2023-01-27 00:00:00,40.00,high,56,,f
T-72295c,A-ad64c6,2024-04-20 00:00:00,2024-04-20 00:00:00,4.00,medium,60,,f
T-bf6b9b,A-35083d,2023-10-02 00:00:00,2023-10-04 00:00:00,52.00,high,87,5,f
T-d7ff1e,A-558c72,2024-05-03 00:00:00,2024-05-05 00:00:00,71.00,urgent,91,4,f
T-a2760f,A-68f37c,2023-11-02 00:00:00,2023-11-02 00:00:00,2.00,medium,169,,f
T-4cc0d7,A-558c72,2023-09-08 00:00:00,2023-09-10 00:00:00,60.00,medium,113,5,t
T-6b7933,A-b7ef83,2024-01-24 00:00:00,2024-01-25 00:00:00,28.00,urgent,88,4,f
T-9703b6,A-7df7a7,2023-07-04 00:00:00,2023-07-04 00:00:00,8.00,urgent,142,4,f
T-f10d70,A-fda07f,2024-09-01 00:00:00,2024-09-01 00:00:00,6.00,high,3,4,f
T-f09f22,A-ef84cf,2024-10-27 00:00:00,2024-10-29 00:00:00,62.00,urgent,54,5,f
T-5ab106,A-f97b9a,2024-11-14 00:00:00,2024-11-15 00:00:00,43.00,low,45,,f
T-d67e21,A-4814a3,2023-05-31 00:00:00,2023-05-31 00:00:00,12.00,low,150,,f
T-39910e,A-019782,2024-09-09 00:00:00,2024-09-09 00:00:00,10.00,urgent,166,,f
T-0e1c0e,A-69b156,2024-07-06 00:00:00,2024-07-08 00:00:00,64.00,high,161,5,f
T-e496a8,A-117171,2024-08-22 00:00:00,2024-08-22 00:00:00,22.00,medium,34,,f
T-1dbfc1,A-c42f1f,2023-01-08 00:00:00,2023-01-10 00:00:00,70.00,high,67,,f
T-de489a,A-692f18,2024-07-28 00:00:00,2024-07-30 00:00:00,55.00,high,96,5,f
T-fd80a1,A-bcbe98,2023-09-24 00:00:00,2023-09-26 00:00:00,49.00,urgent,122,,f
T-0e39f9,A-726cfa,2024-08-05 00:00:00,2024-08-05 00:00:00,9.00,high,93,4,f
T-027331,A-474ad4,2024-05-03 00:00:00,2024-05-03 00:00:00,18.00,medium,76,5,f
T-324459,A-51ec1b,2023-08-20 00:00:00,2023-08-22 00:00:00,58.00,high,105,5,f
T-2b0805,A-202b67,2024-07-28 00:00:00,2024-07-29 00:00:00,35.00,urgent,179,,f
T-1f5562,A-86902e,2023-01-25 00:00:00,2023-01-27 00:00:00,65.00,medium,69,,f
T-c2a8c2,A-779e4e,2023-07-11 00:00:00,2023-07-11 00:00:00,15.00,urgent,86,5,f
T-dbe987,A-463db0,2023-02-22 00:00:00,2023-02-24 00:00:00,69.00,medium,25,,f
T-17b048,A-443b7c,2023-08-23 00:00:00,2023-08-24 00:00:00,24.00,urgent,44,3,f
T-d3ac82,A-f17767,2023-03-13 00:00:00,2023-03-15 00:00:00,61.00,high,88,,t
T-3716d2,A-e61e98,2023-10-17 00:00:00,2023-10-19 00:00:00,71.00,medium,127,5,f
T-c16096,A-e08cd3,2024-12-26 00:00:00,2024-12-28 00:00:00,57.00,urgent,148,4,f
T-07968b,A-068fc6,2023-04-04 00:00:00,2023-04-06 00:00:00,62.00,low,123,,f
T-c6d16e,A-00bed1,2024-03-13 00:00:00,2024-03-14 00:00:00,28.00,urgent,107,4,f
T-0088b7,A-ce550d,2024-05-15 00:00:00,2024-05-17 00:00:00,65.00,medium,173,3,t
T-3a75b1,A-3be56b,2024-02-13 00:00:00,2024-02-15 00:00:00,60.00,low,61,4,f
T-6a99e2,A-c42f1f,2024-09-28 00:00:00,2024-09-30 00:00:00,48.00,low,37,5,f
T-646e6d,A-019782,2024-12-01 00:00:00,2024-12-01 00:00:00,10.00,urgent,48,3,f
T-e81350,A-cea1f0,2024-09-02 00:00:00,2024-09-04 00:00:00,49.00,urgent,172,5,f
T-866db3,A-f446b6,2023-12-20 00:00:00,2023-12-20 00:00:00,22.00,low,106,4,f
T-faf9c4,A-40a557,2023-07-19 00:00:00,2023-07-19 00:00:00,21.00,low,143,,f
T-b475e9,A-f51f16,2023-04-23 00:00:00,2023-04-23 00:00:00,15.00,urgent,109,,f
T-911d71,A-dcc3f1,2024-03-20 00:00:00,2024-03-21 00:00:00,40.00,urgent,3,3,f
T-861a59,A-3b37d9,2024-09-23 00:00:00,2024-09-24 00:00:00,28.00,medium,39,,f
T-ad1e6e,A-503d5a,2023-11-06 00:00:00,2023-11-08 00:00:00,58.00,medium,116,,f
T-8132dc,A-474ad4,2023-09-13 00:00:00,2023-09-14 00:00:00,33.00,urgent,11,,f
T-ad077a,A-6dee43,2023-10-16 00:00:00,2023-10-17 00:00:00,24.00,urgent,12,3,f
T-09f4bd,A-ce66f8,2023-09-11 00:00:00,2023-09-12 00:00:00,34.00,medium,75,3,f
T-cd1aee,A-1ac5e0,2023-08-05 00:00:00,2023-08-05 00:00:00,6.00,high,99,3,f
T-ff778b,A-9badbd,2024-10-12 00:00:00,2024-10-12 00:00:00,16.00,low,47,,f
T-3090a7,A-f19409,2023-03-09 00:00:00,2023-03-09 00:00:00,5.00,medium,175,,f
T-e67195,A-3ce5b8,2024-10-25 00:00:00,2024-10-27 00:00:00,50.00,low,156,3,f
T-0c9932,A-eb2fdc,2023-10-18 00:00:00,2023-10-18 00:00:00,16.00,medium,50,5,f
T-b88fe0,A-34ea2f,2023-11-08 00:00:00,2023-11-08 00:00:00,7.00,medium,42,,f
T-e63e72,A-396e5f,2024-06-02 00:00:00,2024-06-02 00:00:00,21.00,high,125,,f
T-ae7b6e,A-4e44e8,2023-02-18 00:00:00,2023-02-18 00:00:00,21.00,urgent,45,3,f
T-963409,A-5a92e7,2023-04-01 00:00:00,2023-04-01 00:00:00,17.00,urgent,127,4,f
