subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag
S-1319ac,A-e3bd71,2024-02-06,,Basic,91,1729.00,20748.00,f,f,f,f,annual,t
S-abd9be,A-2b9d3e,2024-03-23,,Pro,18,882.00,10584.00,f,t,f,f,monthly,t
S-56ed05,A-bbc346,2024-12-24,,Pro,19,0.00,0.00,t,f,t,f,annual,t
S-d20d7c,A-970c97,2024-07-14,,Enterprise,28,5572.00,66864.00,f,f,f,f,monthly,f
S-da4a98,A-d4e0d4,2024-10-18,,Basic,117,2223.00,26676.00,f,f,f,f,monthly,t
S-4a90fd,A-d27f50,2024-08-26,,Pro,44,2156.00,25872.00,f,f,f,f,annual,f
S-cd4d67,A-40de06,2024-08-09,,Basic,28,532.00,6384.00,f,t,f,f,monthly,t
S-d6cffe,A-e7a1e2,2024-10-10,,Enterprise,6,0.00,0.00,t,f,f,f,annual,t
S-53bced,A-a1bbb6,2023-06-07,2023-11-13,Pro,5,245.00,2940.00,f,f,f,t,monthly,f
S-772ef0,A-c7ffc2,2024-02-25,,Pro,30,1470.00,17640.00,f,f,f,f,annual,t
S-f4059b,A-c70870,2024-12-15,,Pro,43,0.00,0.00,t,t,f,f,annual,t
S-71827b,A-65c341,2024-11-15,2024-11-23,Pro,39,1911.00,22932.00,f,f,f,t,monthly,t
S-063586,A-13466a,2024-05-23,2024-09-27,Enterprise,22,4378.00,52536.00,f,f,f,t,annual,t
S-478ae9,A-e4bf56,2024-11-26,,Pro,35,1715.00,20580.00,f,f,t,f,monthly,f
S-018501,A-a865bd,2024-09-19,,Pro,56,2744.00,32928.00,f,f,f,f,monthly,f
S-7536e5,A-3f9cc0,2024-06-25,,Basic,22,418.00,5016.00,f,f,f,f,annual,t
S-c80ac4,A-43a9e3,2023-11-29,,Basic,18,342.00,4104.00,f,f,f,f,annual,t
S-9f4914,A-417d2f,2024-10-31,,Basic,37,703.00,8436.00,f,f,f,f,monthly,t
S-67c2c9,A-396e5f,2024-11-15,,Pro,7,343.00,4116.00,f,f,f,f,monthly,t
S-5eeb46,A-37f969,2024-05-06,,Basic,30,570.00,6840.00,f,f,f,f,annual,t
S-e71f4a,A-5a184f,2024-01-20,,Basic,7,133.00,1596.00,f,f,f,f,monthly,t
S-812c7c,A-f5641b,2024-08-06,,Basic,31,0.00,0.00,t,f,f,f,monthly,f
S-18356d,A-779e4e,2023-01-28,,Enterprise,18,3582.00,42984.00,f,t,f,f,annual,t
S-23a6c5,A-dfbd31,2023-12-31,,Enterprise,24,0.00,0.00,t,f,f,f,monthly,t
S-934bd4,A-ccc747,2024-04-11,,Basic,16,304.00,3648.00,f,f,f,f,annual,t
S-695606,A-0f3e88,2023-12-31,,Basic,16,304.00,3648.00,f,f,f,f,monthly,t
S-c59d50,A-7a0d69,2024-07-21,,Basic,40,0.00,0.00,t,f,f,f,monthly,f
S-009027,A-1b7577,2024-10-28,,Enterprise,9,1791.00,21492.00,f,f,f,f,annual,t
S-f6f97e,A-02cd81,2024-06-29,2024-03-08,Pro,44,2156.00,25872.00,f,f,f,t,annual,t
S-8b3e35,A-e693b6,2024-07-19,,Enterprise,55,0.00,0.00,t,f,f,f,annual,t
S-d1201a,A-b2af2e,2024-08-27,,Pro,18,882.00,10584.00,f,f,f,f,monthly,f
S-c7c366,A-9208f0,2023-11-07,,Enterprise,38,0.00,0.00,t,f,f,f,monthly,t
S-c1d6cf,A-dcc2f0,2024-01-15,,Enterprise,16,3184.00,38208.00,f,f,f,f,monthly,t
S-ba672b,A-1b9609,2024-01-05,,Pro,4,196.00,2352.00,f,f,f,f,annual,f
S-1f149a,A-5a3eb9,2024-08-18,,Pro,21,1029.00,12348.00,f,f,f,f,annual,t
S-e14e00,A-a7bd4b,2023-05-10,,Pro,6,294.00,3528.00,f,f,f,f,monthly,t
S-7b3464,A-c16101,2024-09-17,,Enterprise,7,1393.00,16716.00,f,f,t,f,annual,f
S-ea3c2c,A-d792a6,2023-05-31,,Enterprise,9,1791.00,21492.00,f,f,f,f,monthly,t
S-d90f5e,A-bd4513,2024-12-15,2024-12-22,Basic,50,950.00,11400.00,f,f,f,t,annual,t
S-9cca23,A-3a5ad8,2024-12-20,,Enterprise,9,1791.00,21492.00,f,f,f,f,monthly,t
S-b7d291,A-f6b2fb,2024-10-17,2024-12-17,Pro,23,1127.00,13524.00,f,f,f,t,annual,t
S-ae1278,A-2ebb4b,2024-02-07,2024-08-13,Pro,41,2009.00,24108.00,f,f,f,t,monthly,t
S-a5d949,A-e19ff6,2024-11-08,,Enterprise,2,0.00,0.00,t,f,f,f,annual,f
S-cfa635,A-503d5a,2024-07-03,,Basic,50,950.00,11400.00,f,f,f,f,monthly,t
S-001561,A-1b7577,2024-12-12,,Enterprise,6,1194.00,14328.00,f,f,f,f,annual,t
S-c5e371,A-956988,2024-12-15,,Pro,41,2009.00,24108.00,f,f,f,f,monthly,t
S-539566,A-4e960a,2024-11-03,,Basic,12,228.00,2736.00,f,f,f,f,monthly,t
S-36b46e,A-202b67,2024-03-27,,Pro,11,539.00,6468.00,f,f,f,f,monthly,t
S-b94bce,A-f51f16,2024-06-04,,Enterprise,2,0.00,0.00,t,f,f,f,monthly,t
S-f8357e,A-f17767,2023-01-11,,Basic,2,38.00,456.00,f,f,f,f,monthly,t
S-1bdc35,A-bcf87c,2024-10-28,,Basic,10,190.00,2280.00,f,f,f,f,monthly,t
S-56c529,A-856b1e,2023-12-17,,Pro,30,1470.00,17640.00,f,f,f,f,monthly,t
S-cdfe99,A-296d7c,2024-11-26,,Pro,6,294.00,3528.00,f,f,f,f,annual,t
S-e11518,A-3ce5b8,2023-12-15,,Pro,189,9261.00,111132.00,f,f,f,f,annual,t
S-82a7dd,A-309e54,2024-12-20,,Basic,15,285.00,3420.00,f,f,f,f,monthly,t
S-f110db,A-86902e,2024-06-22,,Enterprise,34,6766.00,81192.00,f,f,f,f,monthly,t
S-651c01,A-bd4708,2024-08-28,,Basic,37,0.00,0.00,t,f,f,f,annual,t
S-531970,A-ff3c73,2024-09-17,,Basic,45,855.00,10260.00,f,f,f,f,annual,f
S-93ce26,A-726cfa,2023-03-12,2024-07-27,Enterprise,11,0.00,0.00,t,f,f,t,monthly,t
S-b520e9,A-427b69,2024-09-15,,Enterprise,26,5174.00,62088.00,f,f,f,f,monthly,t
S-ade2d5,A-bcbe98,2024-09-22,,Enterprise,46,0.00,0.00,t,f,f,f,monthly,f
S-767957,A-751c58,2024-08-28,,Enterprise,15,0.00,0.00,t,t,f,f,annual,t
S-2c80ba,A-4ae22a,2024-11-26,,Basic,6,114.00,1368.00,f,f,f,f,annual,t
S-cd0f21,A-b78bf8,2024-08-12,,Enterprise,49,9751.00,117012.00,f,t,t,f,annual,t
S-18f498,A-684255,2024-10-29,,Basic,28,532.00,6384.00,f,f,f,f,monthly,f
S-d61475,A-89ee83,2024-12-20,,Basic,3,57.00,684.00,f,t,f,f,monthly,t
S-66ffe0,A-625d0b,2024-11-21,,Pro,38,1862.00,22344.00,f,f,f,f,monthly,t
S-fd790e,A-7920cc,2023-11-30,,Basic,39,0.00,0.00,t,f,f,f,annual,t
S-d1a6c6,A-443b7c,2024-12-26,2024-12-29,Basic,17,323.00,3876.00,f,f,f,t,monthly,f
S-6c1ca5,A-977ca0,2024-07-01,2024-06-06,Basic,6,114.00,1368.00,f,f,f,t,monthly,t
S-ea71b5,A-bad8c1,2023-12-12,,Enterprise,10,0.00,0.00,t,t,f,f,annual,t
S-61c27e,A-158f4e,2023-02-06,,Basic,61,1159.00,13908.00,f,f,f,f,monthly,t
S-a7d34e,A-a7bd4b,2024-05-31,,Pro,51,2499.00,29988.00,f,f,f,f,annual,t
S-0eba5a,A-fb186e,2024-12-22,,Enterprise,29,5771.00,69252.00,f,f,f,f,monthly,t
S-1d661c,A-9c18c4,2023-11-30,,Enterprise,12,2388.00,28656.00,f,t,f,f,annual,t
S-6a56f1,A-684255,2024-10-17,,Pro,12,588.00,7056.00,f,f,f,f,annual,f
S-ff4a47,A-f03140,2024-04-10,,Enterprise,27,5373.00,64476.00,f,t,f,f,monthly,t
S-9e74ba,A-b48f73,2024-06-12,,Enterprise,80,0.00,0.00,t,f,f,f,annual,t
S-d53c0a,A-8e47ca,2024-03-28,,Enterprise,19,3781.00,45372.00,f,t,f,f,annual,f
S-22cbb3,A-92a3af,2024-10-30,,Pro,77,3773.00,45276.00,f,f,t,f,monthly,f
S-5313fa,A-e40f45,2024-05-17,,Enterprise,21,4179.00,50148.00,f,f,f,f,monthly,t
S-d8fa45,A-5a215a,2024-10-18,,Basic,87,1653.00,19836.00,f,f,f,f,monthly,t
S-24d19a,A-34ea2f,2024-10-09,,Pro,8,392.00,4704.00,f,f,f,f,annual,f
S-c87391,A-fe79a5,2024-08-12,,Pro,9,0.00,0.00,t,f,f,f,monthly,t
S-a9952f,A-0aaf6e,2024-08-18,,Pro,11,0.00,0.00,t,f,f,f,monthly,t
S-3867d6,A-e60f9d,2024-12-23,,Pro,29,0.00,0.00,t,f,f,f,annual,t
S-60cb51,A-4c38bc,2024-04-21,2024-10-25,Basic,36,684.00,8208.00,f,f,f,t,monthly,f
S-8ba974,A-cc98bc,2024-03-07,2024-08-23,Pro,32,1568.00,18816.00,f,f,f,t,annual,t
S-f7e37f,A-794a0b,2023-07-08,,Pro,23,0.00,0.00,t,f,f,f,annual,t
S-ff1b11,A-dcc2f0,2024-11-30,,Basic,32,608.00,7296.00,f,f,f,f,annual,f
S-f6e116,A-4d1e75,2024-10-31,,Pro,20,980.00,11760.00,f,f,t,f,monthly,t
S-ed7a72,A-533452,2024-11-21,,Pro,25,1225.00,14700.00,f,f,f,f,monthly,t
S-27e42e,A-600734,2024-02-03,,Pro,29,1421.00,17052.00,f,f,f,f,monthly,t
S-bd3e24,A-ffc04f,2024-12-21,2024-12-21,Pro,13,637.00,7644.00,f,f,f,t,annual,t
S-9e64bd,A-c7e58b,2024-07-09,,Pro,16,0.00,0.00,t,f,f,f,monthly,t
S-ad5d94,A-35083d,2023-11-30,,Basic,19,0.00,0.00,t,f,f,f,annual,f
S-44483e,A-bbc346,2024-09-30,2024-10-22,Enterprise,19,0.00,0.00,t,f,t,t,monthly,t
S-b75a31,A-a8b49c,2023-10-11,,Pro,7,343.00,4116.00,f,f,f,f,annual,t
S-731ee3,A-9077b0,2024-09-11,2024-07-12,Enterprise,14,2786.00,33432.00,f,f,f,t,annual,t
S-0c91c4,A-2789e3,2024-11-10,,Enterprise,11,2189.00,26268.00,f,f,t,f,annual,t
S-148506,A-3a5ad8,2024-01-01,,Basic,9,171.00,2052.00,f,f,f,f,annual,t
S-23d802,A-ad64c6,2024-07-24,,Basic,54,0.00,0.00,t,f,f,f,monthly,t
S-3e3033,A-e60f9d,2024-11-12,,Pro,31,0.00,0.00,t,f,f,f,annual,t
S-d5ac8c,A-ef84cf,2024-05-22,,Enterprise,34,6766.00,81192.00,f,f,f,f,annual,t
S-ad31b0,A-5b051a,2024-12-29,,Pro,22,1078.00,12936.00,f,f,f,f,monthly,t
S-a61006,A-8bde0c,2024-12-24,,Enterprise,12,2388.00,28656.00,f,t,f,f,monthly,t
S-467d4a,A-1b7577,2024-11-14,,Pro,9,441.00,5292.00,f,f,f,f,annual,t
S-e1dc0b,A-e5d6ab,2023-09-16,,Pro,17,0.00,0.00,t,f,f,f,monthly,t
S-4b7873,A-0651a4,2024-11-25,,Basic,16,304.00,3648.00,f,f,f,f,annual,t
S-9f57f5,A-96e141,2024-04-05,,Enterprise,14,2786.00,33432.00,f,f,f,f,monthly,t
S-a82473,A-fda07f,2024-12-09,,Enterprise,16,3184.00,38208.00,f,f,f,f,annual,t
S-15582c,A-600734,2024-05-09,,Basic,29,551.00,6612.00,f,f,f,f,monthly,t
S-caca4f,A-e83938,2024-06-12,,Basic,54,1026.00,12312.00,f,f,f,f,annual,f
S-4911f9,A-bb2f49,2024-07-12,,Basic,8,152.00,1824.00,f,f,f,f,annual,t
S-f7f6d7,A-425e76,2024-07-05,,Basic,14,266.00,3192.00,f,f,f,f,monthly,t
S-1a0f22,A-d26ab4,2024-12-20,,Enterprise,18,3582.00,42984.00,f,f,f,f,monthly,t
S-3037ab,A-b9eed8,2024-08-27,,Basic,17,323.00,3876.00,f,f,t,f,annual,t
S-722103,A-a09355,2024-10-27,,Enterprise,14,0.00,0.00,t,f,f,f,monthly,t
S-ca1cb9,A-5a215a,2024-09-16,2024-11-13,Enterprise,87,17313.00,207756.00,f,f,f,t,annual,f
S-00f31d,A-410e86,2024-02-12,,Pro,24,1176.00,14112.00,f,f,f,f,annual,f
S-3236ee,A-0b0d6d,2024-12-31,,Basic,13,247.00,2964.00,f,f,f,f,monthly,t
S-5cb87c,A-e89151,2024-04-20,,Pro,24,1176.00,14112.00,f,f,f,f,monthly,t
S-3baf90,A-5a3eb9,2024-06-19,,Basic,40,760.00,9120.00,f,f,f,f,annual,f
S-3110d9,A-692f18,2024-08-20,,Enterprise,17,3383.00,40596.00,f,f,t,f,annual,f
S-a0a5e3,A-6a7c9d,2024-11-29,,Enterprise,26,5174.00,62088.00,f,f,f,f,monthly,t
S-fc2bf2,A-f3ff05,2024-01-08,,Basic,28,532.00,6384.00,f,f,f,f,monthly,t
S-9c67ab,A-c62e55,2024-04-04,,Basic,8,152.00,1824.00,f,t,f,f,annual,t
S-f22b7f,A-b44e3e,2024-12-27,2024-12-27,Enterprise,40,7960.00,95520.00,f,f,f,t,annual,t
S-71d31c,A-bd4708,2024-12-16,,Basic,37,0.00,0.00,t,f,f,f,annual,f
S-64d8c9,A-34ea2f,2024-11-30,,Basic,41,779.00,9348.00,f,t,f,f,monthly,t
S-f4335b,A-075038,2024-08-19,,Enterprise,17,3383.00,40596.00,f,f,f,f,annual,f
S-1ad9cb,A-4d1e75,2024-10-10,,Pro,20,980.00,11760.00,f,f,f,f,monthly,t
S-866608,A-88c6ca,2024-12-23,,Pro,23,1127.00,13524.00,f,f,f,f,annual,t
S-fccc09,A-1f0ac7,2024-12-20,,Pro,24,1176.00,14112.00,f,t,f,f,monthly,t
S-19858e,A-92a3af,2024-09-17,,Pro,30,1470.00,17640.00,f,f,t,f,annual,t
S-db0f41,A-afa505,2024-07-26,,Enterprise,70,13930.00,167160.00,f,f,f,f,monthly,f
S-897d69,A-0a282f,2024-12-20,,Pro,55,2695.00,32340.00,f,f,f,f,monthly,t
S-b57dcd,A-e5d6ab,2023-11-05,,Basic,5,95.00,1140.00,f,f,f,f,annual,t
S-6d3477,A-cd458b,2024-10-25,,Enterprise,47,9353.00,112236.00,f,f,f,f,annual,t
S-6c3700,A-9779ad,2024-06-24,,Enterprise,40,7960.00,95520.00,f,f,f,f,annual,t
S-50334b,A-f17767,2024-08-21,,Pro,12,588.00,7056.00,f,f,f,f,monthly,t
S-9f9dfe,A-c62e55,2024-11-28,,Pro,30,1470.00,17640.00,f,f,f,f,monthly,t
S-fa2170,A-ad3abd,2024-10-14,,Pro,44,2156.00,25872.00,f,f,f,f,monthly,t
S-f50851,A-c58f49,2024-07-11,,Enterprise,70,13930.00,167160.00,f,f,f,f,monthly,t
S-89e98a,A-c222ab,2024-12-27,,Pro,32,1568.00,18816.00,f,f,f,f,monthly,t
S-51dd23,A-7c6b6b,2024-12-14,,Basic,6,114.00,1368.00,f,f,f,f,monthly,t
S-532e80,A-993085,2023-09-30,,Enterprise,31,6169.00,74028.00,f,f,f,f,annual,f
S-1682d4,A-c16b88,2024-12-26,,Enterprise,23,4577.00,54924.00,f,f,f,f,annual,f
S-dcbf45,A-0f3e88,2024-01-01,,Pro,22,1078.00,12936.00,f,t,f,f,monthly,t
S-7151d9,A-eb7c38,2024-12-04,,Basic,102,1938.00,23256.00,f,t,f,f,annual,t
S-523cce,A-1b9609,2024-08-28,,Enterprise,30,5970.00,71640.00,f,f,f,f,monthly,t
S-c069ab,A-956988,2024-05-12,,Enterprise,55,10945.00,131340.00,f,f,f,f,annual,t
S-d66d63,A-6c093d,2023-08-25,,Pro,13,637.00,7644.00,f,f,f,f,annual,t
S-6f75be,A-65a46c,2024-05-03,,Enterprise,78,15522.00,186264.00,f,f,f,f,monthly,t
S-ea3d54,A-439b2f,2024-05-30,,Enterprise,1,199.00,2388.00,f,f,f,f,monthly,f
S-dc6a2a,A-309e54,2024-12-21,,Pro,15,0.00,0.00,t,f,f,f,monthly,t
S-e21910,A-50f3f7,2024-02-02,,Basic,31,589.00,7068.00,f,f,f,f,monthly,t
S-6cfb27,A-a8d89d,2024-09-29,,Basic,13,247.00,2964.00,f,f,f,f,monthly,t
S-37a280,A-40906c,2024-05-28,,Basic,92,0.00,0.00,t,f,f,f,monthly,t
S-81caea,A-3932db,2024-02-15,,Basic,19,361.00,4332.00,f,t,t,f,monthly,t
S-af430c,A-1b7577,2024-12-29,,Pro,11,539.00,6468.00,f,f,f,f,monthly,t
S-e2c20a,A-3be56b,2023-12-16,,Pro,62,3038.00,36456.00,f,f,f,f,monthly,t
S-cbfd83,A-fa2041,2024-06-16,,Pro,52,2548.00,30576.00,f,f,f,f,monthly,t
S-864157,A-039727,2024-12-15,,Pro,25,1225.00,14700.00,f,f,f,f,annual,t
S-d9d6ac,A-054577,2024-07-17,,Enterprise,3,597.00,7164.00,f,f,t,f,annual,t
S-67da25,A-5a92e7,2024-07-22,,Basic,7,133.00,1596.00,f,f,f,f,annual,t
S-80016a,A-1b9609,2024-11-01,,Enterprise,5,995.00,11940.00,f,f,f,f,monthly,t
S-817cf0,A-378b99,2024-10-14,,Pro,9,441.00,5292.00,f,f,f,f,annual,t
S-c9e261,A-dcc3f1,2024-10-29,,Enterprise,21,4179.00,50148.00,f,f,t,f,monthly,t
S-49b0da,A-fe79a5,2024-11-14,,Enterprise,9,1791.00,21492.00,f,f,f,f,annual,t
S-765100,A-b7ef83,2024-06-29,,Basic,43,817.00,9804.00,f,f,f,f,monthly,t
S-62fb8e,A-ef84cf,2024-12-03,,Enterprise,8,0.00,0.00,t,f,f,f,monthly,t
S-3e0382,A-425e76,2024-05-24,,Basic,27,513.00,6156.00,f,f,f,f,monthly,t
S-fc4ac6,A-ac14bb,2024-02-22,2024-06-13,Basic,21,399.00,4788.00,f,f,f,t,monthly,t
S-798707,A-6e7827,2023-02-08,,Pro,8,392.00,4704.00,f,t,f,f,annual,t
S-039a8e,A-331424,2024-02-16,2024-12-08,Basic,11,209.00,2508.00,f,f,f,t,annual,f
S-d9f518,A-09540c,2024-11-14,,Pro,67,3283.00,39396.00,f,f,f,f,annual,t
S-eb23dd,A-4ef964,2024-09-27,2024-10-29,Basic,38,722.00,8664.00,f,f,f,t,monthly,t
S-816354,A-186a44,2024-05-20,,Pro,20,0.00,0.00,t,f,f,f,monthly,t
S-4e4b10,A-4e631b,2024-08-22,,Basic,22,418.00,5016.00,f,f,f,f,monthly,f
S-2fd486,A-18793f,2024-12-29,,Pro,148,7252.00,87024.00,f,f,f,f,annual,t
S-70a8d6,A-bcbe98,2024-11-20,,Pro,46,2254.00,27048.00,f,t,f,f,annual,t
S-3bb8a2,A-659280,2024-04-28,,Enterprise,19,3781.00,45372.00,f,f,f,f,monthly,f
S-b0e621,A-ced9aa,2024-11-23,,Pro,3,147.00,1764.00,f,f,f,f,monthly,t
S-7018bf,A-625d0b,2024-10-17,,Pro,42,2058.00,24696.00,f,f,f,f,monthly,f
S-326577,A-fda07f,2024-09-22,,Basic,7,133.00,1596.00,f,f,f,f,annual,t
S-26deeb,A-8adedc,2024-07-09,,Pro,68,3332.00,39984.00,f,f,f,f,annual,t
S-59c612,A-aa9511,2023-10-25,,Basic,23,437.00,5244.00,f,f,f,f,monthly,t
S-d933e7,A-fdfc91,2024-03-31,,Pro,29,1421.00,17052.00,f,f,f,f,monthly,t
S-45ee20,A-1619f8,2024-07-21,,Basic,29,551.00,6612.00,f,f,f,f,monthly,t
S-8c9649,A-c9bb3e,2024-09-30,,Pro,10,490.00,5880.00,f,f,f,f,monthly,f
S-83b708,A-2d1036,2024-02-09,,Basic,69,1311.00,15732.00,f,f,f,f,monthly,t
S-f84a6f,A-d27f50,2024-07-22,2024-10-14,Enterprise,44,8756.00,105072.00,f,f,f,t,monthly,t
S-369495,A-b3fe05,2024-10-20,2024-11-18,Pro,8,392.00,4704.00,f,f,f,t,monthly,t
S-6f0aa3,A-1986ca,2023-11-16,,Enterprise,20,0.00,0.00,t,f,f,f,monthly,t
S-da198f,A-b07346,2024-06-11,,Basic,51,969.00,11628.00,f,f,f,f,annual,t
S-c0a7d8,A-0dbdc6,2024-10-26,,Enterprise,30,5970.00,71640.00,f,f,f,f,monthly,t
S-b6aefa,A-6da850,2024-01-09,,Pro,5,245.00,2940.00,f,f,f,f,annual,t
S-d19216,A-17939a,2024-12-28,2024-12-29,Basic,86,1634.00,19608.00,f,f,f,t,monthly,t
S-330457,A-ad3abd,2024-07-20,,Pro,44,2156.00,25872.00,f,f,f,f,monthly,f
S-495d33,A-50f3f7,2024-07-24,,Basic,31,589.00,7068.00,f,f,f,f,monthly,t
S-adf00a,A-de24d5,2024-11-15,,Enterprise,17,3383.00,40596.00,f,f,f,f,annual,t
S-a54381,A-149a69,2024-05-12,,Basic,34,646.00,7752.00,f,f,f,f,monthly,f
S-21b68e,A-4f18f0,2024-04-25,,Enterprise,25,0.00,0.00,t,f,f,f,monthly,t
S-4040a9,A-6f50ae,2024-05-14,,Pro,19,931.00,11172.00,f,f,f,f,monthly,f
S-8966c9,A-cd458b,2024-09-26,,Basic,27,513.00,6156.00,f,f,f,f,monthly,t
S-70275b,A-f45426,2024-09-08,,Basic,20,380.00,4560.00,f,f,t,f,annual,t
S-6cff51,A-c37601,2024-12-23,,Pro,28,1372.00,16464.00,f,f,f,f,annual,t
S-0185ce,A-50f3f7,2024-01-06,,Pro,31,0.00,0.00,t,f,f,f,annual,f
S-e5bed6,A-05f0e5,2024-11-23,,Pro,58,2842.00,34104.00,f,f,f,f,annual,t
S-3e453b,A-883b7d,2024-04-21,,Pro,17,833.00,9996.00,f,f,f,f,annual,f
S-c341e1,A-bb2f49,2024-04-09,,Pro,14,686.00,8232.00,f,f,f,f,monthly,t
S-2bef13,A-c16b88,2024-10-06,,Enterprise,45,8955.00,107460.00,f,f,f,f,monthly,f
S-ccf9c8,A-956988,2024-12-14,,Basic,1,19.00,228.00,f,f,f,f,monthly,f
S-8eff6d,A-9b9fe9,2023-11-20,,Pro,9,441.00,5292.00,f,f,t,f,annual,t
S-927235,A-e61e98,2024-01-15,,Basic,19,361.00,4332.00,f,f,f,f,monthly,t
S-0ff1eb,A-cb5333,2024-09-30,,Enterprise,33,6567.00,78804.00,f,f,f,f,monthly,t
S-c287ef,A-6dee43,2024-07-29,,Basic,23,437.00,5244.00,f,f,f,f,annual,f
S-8eb955,A-bcbe98,2024-09-08,,Basic,46,874.00,10488.00,f,f,f,f,monthly,t
S-0891f1,A-e1b9cd,2024-03-01,,Basic,40,760.00,9120.00,f,f,t,f,annual,f
S-266ada,A-794a0b,2024-06-24,,Pro,23,1127.00,13524.00,f,f,f,f,monthly,t
S-e50f43,A-4a4c2d,2023-09-20,,Enterprise,54,10746.00,128952.00,f,f,f,f,annual,t
S-3647aa,A-94d3da,2023-09-09,,Pro,41,0.00,0.00,t,f,f,f,monthly,t
S-cfb886,A-54d94a,2024-12-19,,Pro,27,1323.00,15876.00,f,f,f,f,annual,t
S-15d2d2,A-96bbc6,2024-07-06,,Enterprise,39,7761.00,93132.00,f,f,f,f,monthly,t
S-462bd2,A-e7a1e2,2024-10-23,,Enterprise,3,0.00,0.00,t,f,f,f,annual,t
S-83e7bb,A-781cc0,2024-09-10,,Pro,16,0.00,0.00,t,t,f,f,annual,t
S-5178de,A-e61e98,2023-06-12,,Pro,40,1960.00,23520.00,f,f,f,f,annual,f
S-375190,A-d4ac0e,2024-01-06,,Pro,25,1225.00,14700.00,f,f,f,f,monthly,t
S-2c5e1c,A-4814a3,2024-08-12,,Enterprise,87,17313.00,207756.00,f,f,t,f,monthly,t
S-84e146,A-d82ef9,2024-07-21,2024-11-24,Basic,53,1007.00,12084.00,f,f,f,t,monthly,t
S-5fea89,A-2e3bad,2023-08-19,,Enterprise,61,12139.00,145668.00,f,f,f,f,monthly,t
S-a18bb2,A-09540c,2024-12-22,,Pro,67,3283.00,39396.00,f,f,f,f,monthly,t
S-41d4ca,A-90a8c8,2024-09-19,,Pro,21,0.00,0.00,t,t,f,f,monthly,t
S-c6acda,A-1e1b80,2024-10-07,,Enterprise,50,0.00,0.00,t,f,f,f,annual,t
S-918151,A-855a48,2024-05-29,,Enterprise,27,5373.00,64476.00,f,f,f,f,annual,f
S-38a5fb,A-6843f2,2024-12-14,,Enterprise,21,4179.00,50148.00,f,f,f,f,monthly,t
S-dea1f5,A-bb1eaa,2024-07-14,,Basic,21,399.00,4788.00,f,f,t,f,annual,t
S-fee7b2,A-1986ca,2024-07-05,,Enterprise,31,6169.00,74028.00,f,t,f,f,monthly,t
S-875645,A-2d1036,2024-09-24,,Basic,69,1311.00,15732.00,f,f,f,f,monthly,t
S-f018e9,A-019782,2024-06-25,,Basic,14,266.00,3192.00,f,f,f,f,annual,t
S-8a74bb,A-ac9111,2024-10-30,,Enterprise,36,0.00,0.00,t,f,f,f,monthly,t
S-2aa395,A-c45b23,2024-07-31,,Basic,5,95.00,1140.00,f,f,f,f,monthly,f
S-7de656,A-f17767,2023-02-15,2023-08-25,Pro,14,686.00,8232.00,f,f,f,t,annual,t
S-f2ccdd,A-956988,2024-12-30,,Enterprise,32,6368.00,76416.00,f,f,f,f,annual,t
S-e2fd71,A-158f4e,2023-11-29,,Basic,61,1159.00,13908.00,f,f,f,f,monthly,t
S-9b493e,A-5b051a,2024-11-23,,Basic,22,418.00,5016.00,f,f,f,f,monthly,t
S-742e23,A-aa9511,2024-06-23,,Pro,23,1127.00,13524.00,f,f,f,f,annual,t
S-e7fe6f,A-35083d,2024-07-22,,Pro,42,2058.00,24696.00,f,t,f,f,annual,t
S-2940a5,A-b2225d,2024-02-04,,Enterprise,47,0.00,0.00,t,f,t,f,annual,f
S-0fc93f,A-5fe118,2024-04-12,,Basic,39,741.00,8892.00,f,f,f,f,annual,f
S-81a509,A-8b25f2,2024-10-09,,Basic,11,209.00,2508.00,f,t,f,f,annual,t
S-62f5b1,A-20736a,2024-11-23,,Enterprise,50,9950.00,119400.00,f,t,f,f,annual,t
S-a801d1,A-4c38bc,2024-03-04,,Enterprise,36,7164.00,85968.00,f,f,f,f,monthly,t
S-ad1e4a,A-d3c88e,2024-01-11,,Basic,16,0.00,0.00,t,t,f,f,monthly,t
S-ad3ef7,A-35083d,2023-03-06,,Enterprise,19,0.00,0.00,t,f,f,f,annual,t
S-a5a40b,A-180abf,2023-09-16,2023-06-11,Enterprise,64,12736.00,152832.00,f,f,f,t,annual,f
S-05b245,A-e61e98,2024-01-09,,Enterprise,34,6766.00,81192.00,f,f,f,f,annual,t
S-3cc641,A-3be56b,2024-05-14,,Basic,7,133.00,1596.00,f,t,f,f,monthly,f
S-f973d4,A-5247b3,2024-07-27,,Pro,24,1176.00,14112.00,f,t,f,f,monthly,t
S-f25e72,A-66224b,2024-11-13,,Pro,92,4508.00,54096.00,f,f,f,f,annual,t
S-4f81c2,A-ed510f,2024-09-18,,Pro,42,2058.00,24696.00,f,f,f,f,monthly,f
S-b65ff3,A-c37601,2024-11-11,,Enterprise,6,1194.00,14328.00,f,f,f,f,annual,t
S-5f5b36,A-d42431,2024-08-26,,Enterprise,22,4378.00,52536.00,f,f,f,f,monthly,t
S-e5c35c,A-66224b,2024-11-27,,Enterprise,92,18308.00,219696.00,f,f,f,f,monthly,t
